root_id,cell_type,group,split,n_nodes,n_boutons,n_targets,n_postsyn_sites,n_in_resolved,n_in_from_db,n_input_cells,n_input_cells_in_db,n_in_unresolved,frac_in_resolved,frac_in_from_db
864691136967478222,L5IT,excitatory,train,7503,1012,902,2104,2104,136,1889,68,0,1.0,0.06463878326996197
864691136954050527,L4IT,excitatory,train,5163,887,780,1986,1986,224,1659,84,0,1.0,0.11278952668680765
864691136954019039,L4IT,excitatory,test,3149,418,360,1486,1486,166,1312,90,0,1.0,0.1117092866756393
864691136954028511,L4IT,excitatory,train,2666,444,404,1243,1243,34,1109,21,0,1.0,0.027353177795655673
864691136966189518,MC,inhibitory,test,6855,2639,1703,3220,3220,29,2824,9,0,1.0,0.009006211180124223
864691136976001308,L2IT,excitatory,train,4236,441,331,3293,3293,304,2923,129,0,1.0,0.09231703613726086
864691136975088156,L4IT,excitatory,train,4261,711,561,2200,2200,268,1772,110,0,1.0,0.12181818181818181
864691136975332380,L4IT,excitatory,train,6438,1127,1038,1591,1591,32,1415,16,0,1.0,0.02011313639220616
864691136975624220,L4IT,excitatory,test,4374,616,523,2500,2500,254,2053,83,0,1.0,0.1016
864691136991202453,L5ET,excitatory,train,10741,1140,786,15418,15418,822,12667,285,0,1.0,0.053314307951744716
864691136975639836,ITC,inhibitory,train,1937,151,99,2610,2610,99,2345,61,0,1.0,0.03793103448275862
864691136975300636,L4IT,excitatory,test,1744,96,86,1601,1601,29,1440,19,0,1.0,0.01811367895065584
864691136990522517,L3IT,excitatory,train,7139,744,687,4604,4604,126,4127,60,0,1.0,0.02736750651607298
864691137199860033,PV,inhibitory,train,10891,4536,2282,9063,9063,753,7647,361,0,1.0,0.08308507116848726
864691137199038273,L4IT,excitatory,train,3309,398,357,1507,1507,71,1356,42,0,1.0,0.047113470471134705
864691137199050049,L4IT,excitatory,test,4098,540,495,2278,2278,47,1955,21,0,1.0,0.020632133450395083
864691134884807418,L2IT,excitatory,train,7167,580,515,7015,7015,22,6273,13,0,1.0,0.003136136849607983
864691134886335738,L4IT,excitatory,train,2069,274,212,1018,1018,85,904,54,0,1.0,0.08349705304518663
864691134886037498,NMC,inhibitory,test,10572,8845,5416,9889,9889,87,8518,34,0,1.0,0.008797653958944282
864691134941412707,L3IT,excitatory,test,3943,384,296,2463,2463,183,2102,72,0,1.0,0.07429963459196103
864691134920000010,PV,inhibitory,train,6146,2394,1154,3598,3598,156,3173,100,0,1.0,0.0433574207893274
864691134942472035,L2IT,excitatory,train,7301,1140,977,5405,5405,429,4746,173,0,1.0,0.07937095282146162
864691134941495395,L4IT,excitatory,train,2582,385,328,1597,1597,140,1409,74,0,1.0,0.08766437069505323
864691134966714655,L4IT,excitatory,train,3931,397,331,2831,2831,239,2422,100,0,1.0,0.08442246555987283
864691134966495519,L3IT,excitatory,train,5257,584,488,5195,5195,369,4534,149,0,1.0,0.0710298363811357
864691135014355094,L4IT,excitatory,test,5033,556,484,2555,2555,18,2332,7,0,1.0,0.0070450097847358124
864691135014734486,L4IT,excitatory,train,3493,498,440,2146,2146,146,1885,82,0,1.0,0.06803355079217148
864691135014696182,L6IT,excitatory,test,9805,1194,1073,3603,3603,121,3139,70,0,1.0,0.03358312517346656
864691135014681590,L6IT,excitatory,train,4028,389,319,1641,1641,58,1477,27,0,1.0,0.03534430225472273
864691135067181124,L5IT,excitatory,train,4112,458,405,1735,1735,102,1562,65,0,1.0,0.058789625360230545
864691135060882843,L4IT,excitatory,train,4309,692,625,1824,1824,114,1602,57,0,1.0,0.0625
864691135060727707,L2IT,excitatory,train,4348,318,265,4748,4748,284,4300,97,0,1.0,0.05981465880370682
864691135067448132,L6CT,excitatory,test,1606,122,95,1885,1885,68,1744,42,0,1.0,0.03607427055702918
864691135060772763,MC,inhibitory,train,8600,5921,2885,9182,9182,420,7983,223,0,1.0,0.04574166848181224
864691135102274592,L3IT,excitatory,train,5249,1214,909,8574,8574,636,6961,160,0,1.0,0.0741777466759972
864691135102151968,L3IT,excitatory,test,5271,284,255,4619,4619,390,4096,176,0,1.0,0.08443386014288808
864691135102433056,L4IT,excitatory,train,4538,760,676,2443,2443,217,2023,96,0,1.0,0.08882521489971347
864691135118894813,L4IT,excitatory,train,2409,61,52,2666,2666,17,2438,6,0,1.0,0.006376594148537134
864691135118298333,MC,inhibitory,train,6147,2815,1904,3283,3283,48,2944,24,0,1.0,0.014620773682607372
864691135124538151,L5ET,excitatory,train,6813,526,344,10522,10522,402,8826,162,0,1.0,0.03820566432237217
864691135124690471,PV,inhibitory,train,9139,4851,1520,5608,5608,510,4134,210,0,1.0,0.09094151212553495
864691135134052512,L3IT,excitatory,train,4602,466,423,3929,3929,128,3510,75,0,1.0,0.03257826418936116
864691135124146727,L6CT,excitatory,train,2617,202,123,3163,3163,121,2775,78,0,1.0,0.03825482137211508
864691135134016928,L3IT,excitatory,train,4381,474,394,3458,3458,114,3065,62,0,1.0,0.03296703296703297
864691135134114976,L4IT,excitatory,train,5805,948,798,2508,2508,33,2021,12,0,1.0,0.013157894736842105
864691135157994084,L4IT,excitatory,test,4578,417,382,2335,2335,227,1994,119,0,1.0,0.09721627408993576
864691135155894884,L2IT,excitatory,test,9106,980,833,5012,5012,355,4467,136,0,1.0,0.07083000798084597
864691135164434989,L6CT,excitatory,train,2456,197,148,2376,2376,62,2147,28,0,1.0,0.026094276094276093
864691135162585389,ITC,inhibitory,train,3062,618,337,2657,2657,145,2207,85,0,1.0,0.05457282649604817
864691135157198692,L4IT,excitatory,train,3392,608,526,1026,1026,110,900,66,0,1.0,0.10721247563352826
864691135157025636,L6IT,excitatory,train,2761,211,174,2622,2622,13,2316,5,0,1.0,0.004958047292143402
864691135157619556,L4IT,excitatory,train,3387,566,521,1237,1237,24,1098,13,0,1.0,0.019401778496362168
864691135196576298,L5IT,excitatory,test,6169,928,807,1800,1800,183,1474,89,0,1.0,0.10166666666666667
864691135209280633,L4IT,excitatory,test,6067,1363,1210,3000,3000,29,2562,15,0,1.0,0.009666666666666667
864691135209194617,L2IT,excitatory,train,5211,599,503,6191,6191,58,5335,23,0,1.0,0.00936843805524148
864691135209116537,L2IT,excitatory,train,4826,232,203,4212,4212,23,3824,17,0,1.0,0.005460588793922127
864691135196201514,AltBasket,inhibitory,train,3112,1073,797,1319,1319,9,1170,4,0,1.0,0.006823351023502654
864691135212078784,L5IT,excitatory,train,4363,404,366,3380,3380,119,3031,72,0,1.0,0.03520710059171597
864691135211568576,L4IT,excitatory,test,3017,400,346,2225,2225,165,1921,80,0,1.0,0.07415730337078652
864691135214123064,L5ET,excitatory,test,3426,161,118,4663,4663,298,3985,139,0,1.0,0.06390735577954107
864691135211926464,L4IT,excitatory,train,3743,605,531,2105,2105,169,1807,79,0,1.0,0.08028503562945369
864691135210446457,MC,inhibitory,train,14281,14043,5120,6865,6865,151,5466,78,0,1.0,0.021995630007283322
864691135233242713,L5IT,excitatory,train,7301,671,584,6174,6174,33,5290,18,0,1.0,0.005344995140913508
864691135235206489,MC,inhibitory,test,7062,3706,2189,9496,9496,282,7957,150,0,1.0,0.02969671440606571
864691135257669039,L3IT,excitatory,test,5112,569,498,4734,4734,360,4195,171,0,1.0,0.07604562737642585
864691135234582361,L6CT,excitatory,train,3295,168,127,2447,2447,83,2118,34,0,1.0,0.033919084593379646
864691135257689519,L6CT,excitatory,train,2731,228,175,2053,2053,79,1883,52,0,1.0,0.038480272771553824
864691135215381304,L4IT,excitatory,train,3618,416,370,2255,2255,156,2018,87,0,1.0,0.06917960088691796
864691135271915173,MC,inhibitory,train,9071,2768,1587,4776,4776,133,4140,72,0,1.0,0.027847571189279732
864691135271970725,PV,inhibitory,train,25434,9780,4749,13661,13661,464,11590,219,0,1.0,0.03396530268647976
864691135272003237,L2IT,excitatory,train,6047,471,425,3529,3529,225,3264,109,0,1.0,0.06375743836780957
864691135274830353,L4IT,excitatory,train,7299,751,704,4509,4509,323,3827,163,0,1.0,0.07163450876025726
864691135276234469,L3IT,excitatory,train,3922,407,366,3085,3085,217,2811,114,0,1.0,0.07034035656401945
864691135276188133,L6CT,excitatory,train,3142,211,129,3551,3551,106,3018,65,0,1.0,0.029850746268656716
864691135276189669,L6CT,excitatory,train,2258,195,151,1984,1984,70,1784,38,0,1.0,0.03528225806451613
864691135275949029,L2IT,excitatory,test,5677,566,496,6038,6038,30,5421,20,0,1.0,0.004968532626697582
864691135293096118,NGC,inhibitory,train,8749,642,549,5237,5237,110,4321,54,0,1.0,0.02100439182738209
864691135281109665,PV,inhibitory,train,10126,2934,1465,6342,6342,310,5298,175,0,1.0,0.048880479344055504
864691135293678006,L4IT,excitatory,test,8560,1558,1394,2882,2882,191,2525,104,0,1.0,0.0662734212352533
864691135294187190,L4IT,excitatory,test,3379,390,351,2249,2249,118,1980,69,0,1.0,0.05246776345042241
864691135294194358,thalamocortical,excitatory,train,12999,5402,4351,86,86,31,57,2,0,1.0,0.36046511627906974
864691135304641703,L2IT,excitatory,train,5602,498,398,5798,5798,381,5133,160,0,1.0,0.06571231459123836
864691135308347974,DTC,inhibitory,test,2460,248,184,3213,3213,50,2966,33,0,1.0,0.01556178026766262
864691135308912454,astrocyte,glia,train,1546,49,38,111,111,15,99,5,0,1.0,0.13513513513513514
864691135305496231,microglia,glia,train,548,6,2,19,19,8,15,4,0,1.0,0.42105263157894735
864691135309486662,PV,inhibitory,train,15996,7192,3390,7890,7890,536,6192,215,0,1.0,0.0679340937896071
864691135323181212,MC,inhibitory,test,3498,1461,906,7195,7195,325,6159,156,0,1.0,0.045170257123002086
864691135308961606,astrocyte,glia,train,1702,52,42,48,48,10,39,1,0,1.0,0.20833333333333334
864691135308927302,astrocyte,glia,train,934,88,82,95,95,7,89,1,0,1.0,0.07368421052631578
864691135340055782,L5IT,excitatory,train,5666,581,522,2682,2682,240,2328,120,0,1.0,0.0894854586129754
864691135339088102,L4IT,excitatory,train,8015,1612,1455,4297,4297,77,3597,46,0,1.0,0.017919478706074004
864691135339600102,L4IT,excitatory,test,5533,645,564,2541,2541,161,2238,80,0,1.0,0.06336088154269973
864691135336954857,L4IT,excitatory,train,3803,794,697,1975,1975,156,1731,76,0,1.0,0.0789873417721519
864691135339729126,L4IT,excitatory,test,4706,725,583,1212,1212,61,1095,39,0,1.0,0.05033003300330033
864691135339103718,L3IT,excitatory,train,5759,565,497,4696,4696,26,4130,10,0,1.0,0.005536626916524702
864691135336847849,L2IT,excitatory,train,4612,422,379,2552,2552,94,2418,64,0,1.0,0.03683385579937304
864691135339729894,L4IT,excitatory,train,3307,457,408,1686,1686,24,1445,20,0,1.0,0.014234875444839857
864691135342848433,L4IT,excitatory,train,4207,596,550,2370,2370,35,2010,14,0,1.0,0.014767932489451477
864691135342958789,L4IT,excitatory,train,8648,1598,1425,3331,3331,159,2741,65,0,1.0,0.04773341338937256
864691135342594225,L2IT,excitatory,test,4257,395,320,5931,5931,356,5239,129,0,1.0,0.06002360478839993
864691135342523057,L3IT,excitatory,train,5267,690,613,3508,3508,33,3146,12,0,1.0,0.009407069555302166
864691135340141542,DTC,inhibitory,train,5646,810,537,6285,6285,118,5529,62,0,1.0,0.01877486077963405
864691135342585541,L4IT,excitatory,train,4997,1029,927,1473,1473,58,1326,37,0,1.0,0.03937542430414121
864691135347633055,L2IT,excitatory,train,3707,314,265,5386,5386,301,4857,155,0,1.0,0.0558856294095804
864691135346975135,L5IT,excitatory,train,5824,962,863,1808,1808,161,1572,81,0,1.0,0.08904867256637168
864691135349839831,L3IT,excitatory,train,6008,657,539,7320,7320,614,6296,205,0,1.0,0.08387978142076502
864691135347725215,L3IT,excitatory,train,5199,411,360,3706,3706,218,3335,111,0,1.0,0.058823529411764705
864691135347733151,L4IT,excitatory,train,4431,692,612,1753,1753,159,1559,91,0,1.0,0.09070165430690245
864691135360096071,L5IT,excitatory,train,4486,338,303,2985,2985,70,2693,32,0,1.0,0.023450586264656615
864691135360346200,L4IT,excitatory,train,5711,661,600,3145,3145,204,2758,82,0,1.0,0.06486486486486487
864691135360017752,L2IT,excitatory,train,4761,278,240,5296,5296,27,4707,15,0,1.0,0.005098187311178248
864691135360809560,L4IT,excitatory,train,4758,900,802,2451,2451,230,2049,86,0,1.0,0.09383924928600572
864691135361291591,MC,inhibitory,train,8582,3368,2215,3183,3183,54,2927,33,0,1.0,0.016965127238454288
864691135373601736,PV,inhibitory,train,12378,4541,2416,12559,12559,235,10710,116,0,1.0,0.01871168086631101
864691135375351369,L4IT,excitatory,train,3776,429,369,2214,2214,227,1931,117,0,1.0,0.1025293586269196
864691135369651193,ITC,inhibitory,train,3560,523,201,3084,3084,257,2656,131,0,1.0,0.08333333333333333
864691135369087481,L6CT,excitatory,train,1696,187,151,1824,1824,37,1482,11,0,1.0,0.020285087719298246
864691135375107272,L4IT,excitatory,train,4477,746,647,2169,2169,64,1811,35,0,1.0,0.02950668510834486
864691135374981320,L4IT,excitatory,test,5012,883,788,2035,2035,85,1727,47,0,1.0,0.04176904176904177
864691135375430985,MC,inhibitory,train,11906,10066,4443,6888,6888,67,5695,32,0,1.0,0.009727061556329849
864691135384404954,L5NP,excitatory,train,4493,463,394,1035,1035,80,968,48,0,1.0,0.07729468599033816
864691135384285931,L4IT,excitatory,train,5971,920,808,2585,2585,110,2211,54,0,1.0,0.0425531914893617
864691135384292843,L4IT,excitatory,train,4530,663,578,2483,2483,176,2182,90,0,1.0,0.07088199758356827
864691135384262362,L6CT,excitatory,train,3213,219,190,1707,1707,30,1546,12,0,1.0,0.01757469244288225
864691135386365313,oligo,glia,train,335,4,3,5,5,2,4,1,0,1.0,0.4
864691135398243105,L5IT,excitatory,train,5875,477,409,3693,3693,154,3300,83,0,1.0,0.04170051448686705
864691135397982753,L5IT,excitatory,train,4748,453,394,3726,3726,23,3313,10,0,1.0,0.006172839506172839
864691135397023777,L5ET,excitatory,train,6098,301,221,9169,9169,160,7944,36,0,1.0,0.017450103609990185
864691135396940021,L4IT,excitatory,train,5598,1061,907,2311,2311,265,1892,101,0,1.0,0.11466897446992644
864691135398805281,L2IT,excitatory,train,5232,396,336,5280,5280,338,4711,138,0,1.0,0.06401515151515151
864691135398925345,L3IT,excitatory,train,5072,632,505,5324,5324,335,4740,137,0,1.0,0.06292261457550714
864691135398892065,L3IT,excitatory,train,3188,274,230,3229,3229,202,2958,99,0,1.0,0.06255806751316197
864691135404765166,MC,inhibitory,test,5023,1802,1165,2651,2651,175,2318,107,0,1.0,0.06601282534892493
864691135398868257,L4IT,excitatory,train,4453,679,608,1829,1829,162,1591,74,0,1.0,0.08857299070530344
864691135404763374,L2IT,excitatory,train,3600,93,78,6891,6891,23,6257,9,0,1.0,0.003337686837904513
864691135405480430,PV,inhibitory,train,8400,3079,1375,6114,6114,346,5142,205,0,1.0,0.056591429506051685
864691135405138670,L4IT,excitatory,train,4526,715,624,2973,2973,57,2457,26,0,1.0,0.01917255297679112
864691135405733870,L4IT,excitatory,train,6709,1029,947,2358,2358,222,2031,103,0,1.0,0.09414758269720101
864691135405224174,L4IT,excitatory,train,5133,948,854,2258,2258,33,1896,15,0,1.0,0.014614703277236492
864691135405609454,astrocyte,glia,train,1781,43,34,111,111,13,100,4,0,1.0,0.11711711711711711
864691135409962953,L3IT,excitatory,train,6500,565,500,4756,4756,328,4262,154,0,1.0,0.06896551724137931
864691135408808649,L2IT,excitatory,train,5216,391,312,5496,5496,180,4893,79,0,1.0,0.03275109170305677
864691135409937097,L2IT,excitatory,train,6096,759,617,3983,3983,209,3638,89,0,1.0,0.05247301029374843
864691135409856713,PV,inhibitory,train,12466,4412,1989,11247,11247,665,9962,305,0,1.0,0.05912687827865209
864691135416233914,L2IT,excitatory,train,3427,143,121,4596,4596,24,4255,11,0,1.0,0.005221932114882507
864691135409870281,microglia,glia,train,361,25,18,26,26,6,21,1,0,1.0,0.23076923076923078
864691135430004016,L4IT,excitatory,train,3433,426,381,2733,2733,22,2345,9,0,1.0,0.00804976216611782
864691135417045946,L2IT,excitatory,train,6375,746,650,4855,4855,34,4165,25,0,1.0,0.007003089598352214
864691135417478842,L3IT,excitatory,train,5626,1022,908,3942,3942,163,3356,70,0,1.0,0.04134956874682902
864691135417948090,AltBasket,inhibitory,train,1463,220,180,1799,1799,19,1495,4,0,1.0,0.010561423012784881
864691135417443514,L4IT,excitatory,train,4539,725,643,1520,1520,77,1352,45,0,1.0,0.0506578947368421
864691135417313722,L3IT,excitatory,test,4422,634,512,3344,3344,245,2840,106,0,1.0,0.07326555023923445
864691135430186032,L5IT,excitatory,train,5043,362,280,3241,3241,157,2912,90,0,1.0,0.0484418389385992
864691135430131760,L6CT,excitatory,train,2585,164,128,2517,2517,85,2271,58,0,1.0,0.03377036154151768
864691135430346544,L5IT,excitatory,train,5972,631,552,3863,3863,205,3469,113,0,1.0,0.053067564069376134
864691135430290480,L4IT,excitatory,test,3732,606,499,1566,1566,144,1354,73,0,1.0,0.09195402298850575
864691135431088176,L6CT,excitatory,test,2425,139,100,2430,2430,78,2172,39,0,1.0,0.03209876543209877
864691135446065810,MC,inhibitory,train,11462,4860,2594,7157,7157,49,6221,17,0,1.0,0.0068464440407992174
864691135442606920,L2IT,excitatory,train,5018,504,456,2038,2038,108,1894,68,0,1.0,0.05299313052011776
864691135442591048,PV,inhibitory,train,5234,1141,551,2847,2847,153,2430,82,0,1.0,0.05374077976817703
864691135447820946,AltBasket,inhibitory,train,3012,230,193,2965,2965,24,2305,9,0,1.0,0.008094435075885328
864691135455400554,L3IT,excitatory,train,4448,320,259,3692,3692,341,3171,121,0,1.0,0.09236186348862405
864691135448811860,PV,inhibitory,train,7947,1979,833,3870,3870,240,3446,141,0,1.0,0.06201550387596899
864691135455977578,L6CT,excitatory,train,7425,781,683,2706,2706,202,2364,104,0,1.0,0.07464892830746489
864691135455507818,L4IT,excitatory,train,5060,719,567,2780,2780,265,2362,113,0,1.0,0.09532374100719425
864691135448698196,L4IT,excitatory,test,4758,416,381,2816,2816,263,2505,126,0,1.0,0.09339488636363637
864691135455819114,L4IT,excitatory,train,3938,892,781,1224,1224,143,1063,74,0,1.0,0.11683006535947713
864691135454214130,oligo,glia,train,283,2,2,8,8,1,8,1,0,1.0,0.125
864691135456535658,MC,inhibitory,train,13968,12217,5123,8526,8526,625,6852,321,0,1.0,0.07330518414262256
864691135456493418,ITCperi,inhibitory,test,3527,951,597,1962,1962,43,1762,27,0,1.0,0.021916411824668705
864691135464143934,L3IT,excitatory,train,5986,720,652,5236,5236,29,4714,16,0,1.0,0.005538579067990833
864691135462420637,L4IT,excitatory,train,3552,430,364,1716,1716,11,1521,8,0,1.0,0.00641025641025641
864691135465795653,PV,inhibitory,test,9200,2352,1184,7756,7756,284,6012,107,0,1.0,0.036616812790097986
864691135465955397,L3IT,excitatory,train,5302,783,703,2928,2928,236,2598,108,0,1.0,0.08060109289617487
864691135466158917,L2IT,excitatory,train,5060,397,341,6236,6236,443,5364,184,0,1.0,0.07103912764592688
864691135465900101,ITC,inhibitory,train,2994,513,196,2435,2435,164,2191,79,0,1.0,0.0673511293634497
864691135470556242,MC,inhibitory,test,4881,2604,1254,6555,6555,429,5573,193,0,1.0,0.0654462242562929
864691135470787666,L3IT,excitatory,train,5325,326,275,3948,3948,268,3601,128,0,1.0,0.06788247213779129
864691135472556082,DTC,inhibitory,train,3653,769,490,5266,5266,121,4667,61,0,1.0,0.022977592100265856
864691135470154834,L6IT,excitatory,train,7353,1320,1071,2573,2573,112,2212,63,0,1.0,0.04352895452778857
864691135477670312,L4IT,excitatory,train,5739,1113,1017,2309,2309,40,2010,22,0,1.0,0.0173235166738848
864691135476769344,L6CT,excitatory,train,2557,346,275,2129,2129,65,1927,43,0,1.0,0.030530765617660875
864691135476581440,L6CT,excitatory,train,4031,262,218,3885,3885,105,3497,62,0,1.0,0.02702702702702703
864691135477448360,L6IT,excitatory,test,3053,241,161,2603,2603,75,2204,36,0,1.0,0.028812908182865925
864691135478334888,PV,inhibitory,train,9491,2604,1207,9460,9460,337,8166,195,0,1.0,0.03562367864693446
864691135478095016,PV,inhibitory,train,9153,3894,1569,6839,6839,629,5348,258,0,1.0,0.09197251060096505
864691135478434216,PV,inhibitory,train,8893,3454,1562,6470,6470,408,5368,205,0,1.0,0.06306027820710974
864691135477841320,L6CT,excitatory,train,1938,162,122,1703,1703,74,1532,49,0,1.0,0.04345273047563124
864691135479744454,L6IT,excitatory,train,1526,57,34,3254,3254,75,2789,36,0,1.0,0.023048555623847573
864691135479404742,L5NP,excitatory,train,4738,1178,1014,892,892,38,809,21,0,1.0,0.042600896860986545
864691135492276839,L6CT,excitatory,train,2718,224,169,2181,2181,56,1958,41,0,1.0,0.02567629527739569
864691135492568551,L4IT,excitatory,train,4889,609,557,3001,3001,219,2549,111,0,1.0,0.07297567477507498
864691135492749415,L2IT,excitatory,test,4437,283,247,5499,5499,307,4957,137,0,1.0,0.05582833242407711
864691135492613471,L2IT,excitatory,train,4432,296,273,2580,2580,133,2422,84,0,1.0,0.05155038759689923
864691135492308071,L6CT,excitatory,train,2028,70,58,3055,3055,114,2694,78,0,1.0,0.037315875613747954
864691135492614239,MC,inhibitory,test,5072,1621,1303,3629,3629,114,3186,79,0,1.0,0.031413612565445025
864691135492371303,L6CT,excitatory,train,4030,335,238,2433,2433,87,2132,60,0,1.0,0.035758323057953144
864691135495542672,PV,inhibitory,train,16238,5017,2842,15690,15690,367,11658,117,0,1.0,0.023390694710006373
864691135495698832,L3IT,excitatory,train,5877,489,429,5102,5102,91,4580,50,0,1.0,0.017836142689141514
864691135496339088,L2IT,excitatory,train,4191,387,322,4423,4423,21,3993,4,0,1.0,0.004747908659281031
864691135495529360,PV,inhibitory,train,6105,1598,974,4809,4809,112,4213,61,0,1.0,0.023289665211062592
864691135496381840,L2IT,excitatory,test,4255,233,209,2654,2654,116,2508,83,0,1.0,0.04370761115297664
864691135493665631,L4IT,excitatory,train,4487,805,704,1350,1350,131,1176,68,0,1.0,0.09703703703703703
864691135499765267,MC,inhibitory,test,11757,9456,4763,8876,8876,786,7367,402,0,1.0,0.08855340243352862
864691135499752723,PV,inhibitory,train,10935,5325,1742,6156,6156,486,4737,226,0,1.0,0.07894736842105263
864691135499797523,PV,inhibitory,train,7658,2580,1395,5213,5213,280,4453,171,0,1.0,0.05371187416075197
864691135501703746,L2IT,excitatory,train,3650,238,206,3958,3958,19,3652,10,0,1.0,0.004800404244567963
864691135511324169,ITC,inhibitory,train,2935,381,175,1866,1866,102,1719,67,0,1.0,0.05466237942122187
864691135511316745,L2IT,excitatory,train,4491,542,455,5820,5820,396,5165,169,0,1.0,0.06804123711340206
864691135510846217,L6CT,excitatory,train,4795,404,321,2534,2534,66,2329,41,0,1.0,0.026045777426992895
864691135510593289,L4IT,excitatory,train,3996,668,625,1879,1879,110,1640,60,0,1.0,0.05854177754124534
864691135510267401,L6CT,excitatory,train,1770,114,89,1634,1634,45,1471,29,0,1.0,0.027539779681762546
864691135519106442,L3IT,excitatory,train,4801,306,266,5598,5598,20,5124,7,0,1.0,0.0035727045373347625
864691135519178378,L6CT,excitatory,test,2727,292,216,2296,2296,81,2056,52,0,1.0,0.035278745644599305
864691135520064650,L3IT,excitatory,train,4643,292,262,4539,4539,322,4091,160,0,1.0,0.07094073584489975
864691135518791818,PV,inhibitory,train,12521,4928,2197,11660,11660,381,9583,189,0,1.0,0.03267581475128645
864691135518989962,L2IT,excitatory,train,7952,1092,967,4981,4981,121,4394,61,0,1.0,0.024292310780967677
864691135519105162,L4IT,excitatory,train,1910,128,103,2220,2220,34,1982,16,0,1.0,0.015315315315315315
864691135526405723,NMC,inhibitory,train,6079,2369,1532,5914,5914,59,5193,23,0,1.0,0.009976327358809604
864691135561699041,MC,inhibitory,train,4987,2309,1502,5226,5226,234,4603,141,0,1.0,0.04477611940298507
864691135546902056,L3IT,excitatory,train,7600,826,752,3780,3780,250,3443,127,0,1.0,0.06613756613756613
864691135546797608,PV,inhibitory,train,4758,1466,701,4316,4316,441,3794,236,0,1.0,0.10217794253938832
864691135562410721,L6IT,excitatory,test,5865,908,732,2516,2516,66,2145,35,0,1.0,0.026232114467408585
864691135566168599,L5ET,excitatory,train,5139,266,198,6932,6932,496,5965,194,0,1.0,0.07155222158107329
864691135566155351,L5ET,excitatory,train,5700,206,137,5185,5185,60,4569,13,0,1.0,0.011571841851494697
864691135566966807,L3IT,excitatory,test,4893,504,424,5214,5214,261,4739,142,0,1.0,0.05005753739930955
864691135571192966,L5IT,excitatory,train,6021,583,528,3752,3752,156,3322,88,0,1.0,0.04157782515991471
864691135570303724,L4IT,excitatory,train,5462,867,761,3624,3624,328,3019,121,0,1.0,0.09050772626931568
864691135571515270,L4IT,excitatory,train,4025,573,490,1521,1521,141,1340,65,0,1.0,0.09270216962524655
864691135570791558,L4IT,excitatory,test,5317,930,829,1814,1814,26,1475,13,0,1.0,0.014332965821389196
864691135572346349,L5IT,excitatory,test,5990,410,355,3430,3430,215,3047,114,0,1.0,0.06268221574344024
864691135570502278,L3IT,excitatory,test,4339,443,391,2972,2972,21,2569,10,0,1.0,0.0070659488559892325
864691135587771772,L4IT,excitatory,test,5139,484,398,2801,2801,303,2308,135,0,1.0,0.10817565155301678
864691135591041291,L2IT,excitatory,train,9163,1053,937,5410,5410,298,4823,139,0,1.0,0.05508317929759704
864691135587622268,ITC,inhibitory,train,1683,89,75,3820,3820,77,3415,61,0,1.0,0.020157068062827226
864691135591726603,L4IT,excitatory,test,3011,218,196,1724,1724,175,1470,73,0,1.0,0.10150812064965198
864691135588675012,oligo,glia,train,586,1,1,8,8,0,7,0,0,1.0,0.0
864691135591854347,L5IT,excitatory,train,4246,299,265,3664,3664,75,3267,35,0,1.0,0.02046943231441048
864691135592678411,ITC,inhibitory,train,2528,385,145,2377,2377,90,2119,44,0,1.0,0.03786285233487589
864691135592830731,L4IT,excitatory,train,3969,656,596,1695,1695,139,1455,65,0,1.0,0.08200589970501475
864691135592789259,ITC,inhibitory,train,1358,161,116,2248,2248,147,1976,82,0,1.0,0.0653914590747331
864691135592283403,L6IT,excitatory,train,3389,359,290,2328,2328,53,2038,18,0,1.0,0.02276632302405498
864691135592972811,astrocyte,glia,train,2213,102,67,168,168,35,138,6,0,1.0,0.20833333333333334
864691135593659947,L4IT,excitatory,train,5412,676,613,2757,2757,17,2446,6,0,1.0,0.006166122597025753
864691135595810859,PV,inhibitory,test,15643,6366,3250,9912,9912,596,8288,316,0,1.0,0.060129136400322844
864691135594817067,L6CT,excitatory,train,2650,233,174,2467,2467,22,2219,13,0,1.0,0.008917713822456425
864691135594982187,L4IT,excitatory,train,3566,756,670,1468,1468,124,1292,68,0,1.0,0.08446866485013624
864691135593108235,astrocyte,glia,train,1731,79,69,111,111,14,100,7,0,1.0,0.12612612612612611
864691135611702023,PV,inhibitory,train,17744,6747,3372,11145,11145,700,9786,355,0,1.0,0.06280843427545985
864691135610877191,L2IT,excitatory,train,5610,544,477,4790,4790,27,4291,10,0,1.0,0.005636743215031315
864691135617152361,L5IT,excitatory,train,9068,1171,1046,4038,4038,287,3551,123,0,1.0,0.07107478949975235
864691135618332265,PV,inhibitory,train,21430,8244,4535,18062,18062,875,14345,388,0,1.0,0.04844424759162883
864691135616235979,ITC,inhibitory,train,4410,574,407,3241,3241,131,2928,88,0,1.0,0.040419623572971304
864691135619294351,L4IT,excitatory,test,6599,962,794,1765,1765,72,1484,38,0,1.0,0.040793201133144476
864691135618339945,ITC,inhibitory,train,1913,151,107,3061,3061,53,2750,26,0,1.0,0.017314603070891867
864691135618505065,L5ET,excitatory,train,5177,250,177,10404,10404,193,8813,77,0,1.0,0.01855055747789312
864691135616183499,PV,inhibitory,train,16739,5653,3163,14129,14129,588,11989,304,0,1.0,0.041616533371080754
